07:48:41.200	55,6487385006887	37,5926325539087	188,195429648382	5403,57220086756	12517,5362412099	-49,0446309145948	0,03128516	b6
07:48:41.300	55,6487429892823	37,5926378522275	188,216766395461	5403,90517908005	12518,0364479655	-49,024557127033	0,03128516	b6
07:48:41.400	55,6487474758508	37,5926430908584	188,19113978157	5404,2343598901	12518,5363324778	-49,0514430214972	0,03128516	b6
07:48:41.500	55,6487520243268	37,5926483018622	188,193531789771	5404,56181639994	12519,0431625317	-49,0503224593939	0,03128516	b6
07:48:41.600	55,6487565047056	37,5926536681144	188,211946526457	5404,89907008456	12519,5424542932	-49,0331726759248	0,03128516	b6
07:48:41.700	55,6487609815063	37,5926590176338	188,217175215293	5405,23525954858	12520,0413205364	-49,0292072948957	0,03128516	b6
07:48:41.800	55,6487653467182	37,5926643590361	188,232479463259	5405,5709617845	12520,5277818148	-49,0151416263762	0,03128516	b6
07:48:41.900	55,6487699624359	37,5926695024525	188,217046054541	5405,89413840617	12521,0420583157	-49,0318577461343	0,03128516	b6
07:48:42.000	55,6487743389251	37,5926747854945	188,220133448273	5406,22615429196	12521,529746727	-49,0300083626335	0,03145624	b6
07:48:42.100	55,6487789280572	37,5926800252107	188,189869734849	5406,55538484106	12522,0410416517	-49,0615542012629	0,03141171	b6
07:48:42.200	55,6487832683649	37,5926851976897	188,206162852713	5406,88045576355	12522,5247190429	-49,0464854265373	0,03141171	b6
07:48:42.300	55,6487877522255	37,5926903637533	188,217482582098	5407,20509872587	12523,024369153	-49,0364210991427	0,03141171	b6
07:48:42.400	55,6487921415948	37,5926955187267	188,218432326851	5407,52904763474	12523,5134775505	-49,0367055551691	0,03141171	b6
07:48:42.500	55,648796592824	37,5927008012243	188,213817386076	5407,8610120585	12524,0094723651	-49,0425750627231	0,03141171	b6
07:48:42.600	55,6488010088025	37,5927060310623	188,224959258527	5408,189679185	12524,501569281	-49,0326773330344	0,03141171	b6
07:48:42.700	55,6488056172752	37,5927112660391	188,222662794461	5408,51863187703	12525,0150722401	-49,0362602981568	0,03141171	b6
07:48:42.800	55,6488100721966	37,592716703155	188,223587414548	5408,86033488416	12525,5115011193	-49,0365994920805	0,03141171	b6
07:48:42.900	55,6488146029584	37,5927219881777	188,232469854082	5409,19245844245	12526,0163777567	-49,0289893868763	0,03141171	b6
07:48:43.000	55,6488191055228	37,592727280008	188,232334976476	5409,52500677317	12526,5180977972	-49,0303908381965	0,03154442	b6
07:48:43.100	55,6488238142868	37,5927328280087	188,217775875101	5409,87364266847	12527,0427674187	-49,0462752840104	0,03153444	b6
07:48:43.200	55,6488285091853	37,5927380568818	188,220837986963	5410,20220330337	12527,5659030604	-49,0445185365418	0,03153444	b6
07:48:43.300	55,6488331022585	37,5927432242419	188,248370057506	5410,52692580979	12528,0777449245	-49,0182664046433	0,03153444	b6
07:48:43.400	55,6488376208995	37,5927488791486	188,223605159103	5410,88230973421	12528,5812349086	-49,0443209700599	0,03153444	b6
07:48:43.500	55,6488422640316	37,5927542021105	188,237304083157	5411,21681002222	12529,0986352576	-49,0319213258069	0,03153444	b6
07:48:43.600	55,6488468821928	37,592759747097	188,242780448954	5411,56528518261	12529,6132565603	-49,0277506900177	0,03153444	b6
